Sample_name,proc_dist,centeroid,LM 1_X,LM 1_Y,LM 1_Z,LM 2_X,LM 2_Y,LM 2_Z,LM 3_X,LM 3_Y,LM 3_Z,LM 4_X,LM 4_Y,LM 4_Z,LM 5_X,LM 5_Y,LM 5_Z,LM 6_X,LM 6_Y,LM 6_Z,LM 7_X,LM 7_Y,LM 7_Z,LM 8_X,LM 8_Y,LM 8_Z,LM 9_X,LM 9_Y,LM 9_Z,LM 10_X,LM 10_Y,LM 10_Z,LM 11_X,LM 11_Y,LM 11_Z,LM 12_X,LM 12_Y,LM 12_Z,LM 13_X,LM 13_Y,LM 13_Z,LM 14_X,LM 14_Y,LM 14_Z,LM 15_X,LM 15_Y,LM 15_Z,LM 16_X,LM 16_Y,LM 16_Z,LM 17_X,LM 17_Y,LM 17_Z,LM 18_X,LM 18_Y,LM 18_Z,LM 19_X,LM 19_Y,LM 19_Z,LM 20_X,LM 20_Y,LM 20_Z,LM 21_X,LM 21_Y,LM 21_Z,LM 22_X,LM 22_Y,LM 22_Z,LM 23_X,LM 23_Y,LM 23_Z,LM 24_X,LM 24_Y,LM 24_Z,LM 25_X,LM 25_Y,LM 25_Z,LM 26_X,LM 26_Y,LM 26_Z,LM 27_X,LM 27_Y,LM 27_Z,LM 28_X,LM 28_Y,LM 28_Z,LM 29_X,LM 29_Y,LM 29_Z,LM 30_X,LM 30_Y,LM 30_Z,LM 31_X,LM 31_Y,LM 31_Z,LM 32_X,LM 32_Y,LM 32_Z,LM 33_X,LM 33_Y,LM 33_Z,LM 34_X,LM 34_Y,LM 34_Z,LM 35_X,LM 35_Y,LM 35_Z,LM 36_X,LM 36_Y,LM 36_Z,LM 37_X,LM 37_Y,LM 37_Z,LM 38_X,LM 38_Y,LM 38_Z
AMNH_77,0.0681804622005886,3421.737919715537,0.053338852407248886,-0.08854241813766607,0.24980705338164724,0.0023961743562287293,-0.07959526848576216,0.21089994371826115,0.016853072729637212,-0.024450408762885473,0.21235971823087935,0.039905590993906316,-0.005830237738926683,0.1963398735431016,0.023804492157666304,0.016638986310910785,0.1365830263098119,0.038711019046612165,0.01614332947461024,0.1362067207029629,-0.015804047557547926,-0.02863935684726217,0.11124912495354147,0.02197626627754159,0.04115683685827831,0.09852674261303528,0.03629352633690971,0.03430331499571502,0.09737204591035298,-0.06838081494856384,-0.040743639994791074,0.04336632704113338,-0.027835049136737886,0.01929327839332924,0.07427479426972375,0.029855340294078676,0.07935517302281533,0.04936156169023938,-0.0022066088713808144,0.0740624305335817,0.06282041231313533,-0.04741566599824932,0.09429064222383363,0.026615141691146697,0.027989723918943034,0.10841025279205953,0.024503295104704576,-0.08873380838521687,0.034284180240291444,0.004882609584814741,-0.12273841190583613,0.029304940369316402,-0.09555238881402565,-0.029349932639118975,0.058986479808774965,-0.062352968972050525,0.020179603269033557,0.14783042254180956,-0.09384214417305049,-0.05444861819690735,0.010224233957293887,-0.1930987492977506,-0.022109370165019047,0.06372604569240883,-0.22487784593389806,0.0006679518165946927,-0.08584576907749852,0.1745720410869051,0.046609611882827334,-0.07612069484349841,0.17871980438391086,0.04727769517237751,-0.0675810611197214,0.08779425057148334,-0.049545027509636234,-0.09337262930269129,0.04764642294897211,0.015533668982643833,-0.05874326263388817,0.052573175143596045,0.003172292952226282,-0.05771973012633853,-0.0027563763553525586,0.04706286024442333,-0.05118653769686865,-0.007177377116965709,0.043938039855312236,-0.02612576027202179,-0.015889894167434974,0.01665736114152811,-0.05458051614918647,-0.048474787595501515,-0.11285087935357195,-0.019238349046035608,-0.10386729300075476,-0.06651465697715724,-0.02528450349430003,-0.11436473629089891,0.0188648608998096,-0.03138548907247899,-0.18283327733931615,0.04255395642444029,-0.024350174807643645,-0.1825334397621681,0.042202404267108175,-0.0267715694609682,-0.22013445261578365,0.012693631448685,0.0020634321100709988,-0.2391831452469775,0.03668970227201587,0.021541802000304033,-0.24238094463276308,0.02270519249714546,0.11449159574502922,-0.24715426387866685
AMNH_78,0.07374955684357648,3796.018053729648,0.05345402521882982,-0.09761922471987125,0.2636151833431001,0.009029197318622784,-0.07955841978106624,0.22860387841493862,0.017956867796728813,-0.03141518202871549,0.22775694691692752,0.04263715745085401,-0.02332039849758251,0.20624332977099746,0.020680121005428882,0.009054599427840515,0.1464146630971096,0.038071889762389406,0.008760244783811518,0.145561474418645,-0.014677264027957007,-0.032399457656724494,0.11369886483714184,0.014712575192592078,0.03908316193435533,0.09222406284133389,0.03180327228262933,0.036002772775303,0.08996311515412726,-0.058358397572396185,-0.03623162002866117,0.04000368429086476,-0.03366024707895692,0.010636267076861697,0.06414904330955341,0.024144723826618884,0.08031436375421008,0.0357298329989895,-0.007532202866567024,0.07479418219361443,0.04586605724038519,-0.03822296818880573,0.08088721762235959,0.014714592857674482,0.023438378840100863,0.09839525366731723,0.016539975459288394,-0.08149733975303995,0.024906077232499855,-0.005383928313062915,-0.10024661470362471,0.031144968558726015,-0.09666232191484825,-0.03387307934654356,0.04859775741040524,-0.07898607492764492,0.01873011098316675,0.1393906379270781,-0.15478568204203097,-0.057824825469273845,0.016190955602808435,-0.19151337184891581,-0.025604838604492683,0.07034050681734996,-0.21543203425705754,0.0036493106451544713,-0.08054555102440944,0.18860242499853327,0.04245336256360525,-0.07363851574682677,0.18969205383570062,0.04516741937290225,-0.06360753927849086,0.08657278570809122,-0.04066329087757464,-0.09140451991326398,0.05313604442999839,0.012349622984968112,-0.056993385759246555,0.05242126105793175,-0.0034490670314401162,-0.054076775347627774,0.0002523290375944328,0.043126434826939654,-0.047056049789327065,-0.010403371023233375,0.039510249557527674,-0.020937850102979917,-0.02569141961381825,0.013995576761115404,-0.04861765335129679,-0.05159394312480139,-0.1026065573265398,-0.006509194060393534,-0.09376384504573033,-0.06435645798168158,-0.013095137174684626,-0.1040596190520108,0.015113986805695364,-0.02204375681321417,-0.1777776823365536,0.041054021468494586,-0.01915222961011528,-0.17723540986660438,0.04129386631742138,-0.017250852160002987,-0.2104072226810896,0.010234196379388515,0.007765953860592363,-0.22892533487519132,0.03434064362681892,0.027282253056561262,-0.23298508772262833,0.025626139840900942,0.1119261391428067,-0.24615525537370522
AMNH_6285,0.13434238324225192,3251.672869863041,0.043728912543054305,-0.08969333562023274,0.2536880387560395,0.006435282654184316,-0.058418196415198916,0.1956873498997754,0.015974145869354445,-0.03161098157608227,0.2108192822960194,0.03679307755617912,-0.01659155847342578,0.20347239751905727,0.02196839483320557,-0.0012843700428752834,0.15538090798788007,0.036078594875030595,0.0007250391179639314,0.15601452224999574,-0.010135907722785033,-0.03323406054135634,0.10744475909542346,0.021124541359350227,0.029197044877208395,0.10842235173774054,0.03479803357642337,0.02538140698571964,0.10602248625132213,-0.05639054395159643,-0.034349315246481,0.018283901635192813,-0.023120169980533727,0.01143885339696132,0.07608733513877126,0.03188601688614914,0.06185758027034014,0.065389774671649,-0.004074820915356307,0.059412538157090744,0.07073918255660856,-0.04380679567187267,0.08912210201298673,0.015343893156300298,0.024655059804363506,0.11699148300637978,0.024468999220236154,-0.09340172145368879,0.019990154249830357,-0.008904862175141722,-0.10210471204624909,0.018748330551515355,-0.026649392320664756,-0.05525744793630812,0.06240025795667051,-0.0492403947287093,0.024460970466373362,0.16209474021599324,-0.1799552960900115,-0.051312786347637085,0.0015998117821897414,-0.1871427181439929,-0.02660572866195383,0.05519454757193082,-0.22263848367311176,-0.0006910524836030677,-0.07235118837400309,0.166329377525389,0.041070323623231444,-0.07525334931485421,0.1753510735064299,0.044912733621006264,-0.06906234687991117,0.13948906593766291,-0.04229255580624327,-0.06008561414794206,0.031119832569565156,0.015643561105575347,-0.04676107919913407,0.02729545082869352,0.005028250886537329,-0.04572505175920451,-0.023556840466441298,0.043556219403078404,-0.03626590909068594,-0.013168022469619739,0.04310069637641333,-0.020206020188352814,-0.015245226769151873,0.017012486987591537,-0.039868877018664796,-0.060557252970083325,-0.10316528766903053,-0.013540022895246598,-0.09725853568100365,-0.07669314064027556,-0.019698637295436153,-0.10936530425472399,0.019725486535482395,-0.028884382967262735,-0.18175664214511836,0.042516324450404895,-0.03181784107486284,-0.1835604876923644,0.044409128571815164,-0.028472471255137282,-0.22224602057094298,0.008513227386377943,-0.0016423667605350704,-0.23923534589045564,0.03521342286027134,0.039283642630538206,-0.24402804565395572,0.030447779055680278,0.101379443353567,-0.24234111084425955
AMNH_10746,0.07614772275345374,3166.3841732035025,0.04972771602496306,-0.11012236868032475,0.2639632396075636,0.003789976005080632,-0.08246882594671678,0.2208308287903678,0.013143288985612817,-0.03669257473915603,0.22139470219737772,0.03657346775235772,-0.019604098671624996,0.19704143880524014,0.01763807400188908,0.01904189619578207,0.13016133408586872,0.03234935343492339,0.01914357833731266,0.12881797223244548,-0.01495300445551438,-0.03966672461694705,0.11522924885122833,0.016359950678302367,0.0458975267934329,0.09303465613197905,0.031551929736720684,0.04239921770888451,0.09124588564930276,-0.056121535479781985,-0.03693088443869477,0.03891303847721019,-0.029924662382988926,0.019890151743031718,0.0647583584881428,0.027949224864201917,0.08213550469836287,0.04622794158970465,-0.008077766773384103,0.0756339369403738,0.05358916873244142,-0.04624620510772601,0.08955212043018089,-0.0019025573915348063,0.025489998229973006,0.11742150937335383,0.001011162537081902,-0.08200747983025937,0.024143762822670164,-0.009416610976940956,-0.09090447822917598,0.0249622601808339,-0.04885930169989141,-0.03869785572167024,0.0872932186330249,-0.0718142138647114,0.020982383947984094,0.14239092541403156,-0.10775249780759964,-0.059949926041940715,0.0029824213132200778,-0.1912750385535799,-0.022023637974051366,0.06064150992869849,-0.21987052475306926,-0.0003372588202972889,-0.08878668080837429,0.1824249024659123,0.04802124490355048,-0.08278238929377338,0.1876899543872432,0.04695812772287252,-0.06403965672545998,0.09536685958390956,-0.037462960677179885,-0.08726024999688142,0.044572799162030954,0.014914951921160127,-0.06196021617944129,0.059998250923730005,0.006359093317688806,-0.055091805809118204,-0.004688032338755256,0.04518502919814299,-0.049176576592820126,-0.0033588897881575708,0.04153669398066452,-0.023061838659654877,-0.023278905212449554,0.022521676657614023,-0.04862060040083122,-0.05315500171571817,-0.10733481486912193,-0.008789114016782737,-0.08985420464588825,-0.07187195950494431,-0.015611544721782349,-0.10999620816551821,0.01671596998824019,-0.024357893809239726,-0.18561298628344253,0.041369123160898205,-0.0256072238806182,-0.14843949594874065,0.040867372199794236,-0.027606006189041406,-0.2270592867513967,0.009238233687139273,0.0037366776086565257,-0.2432695088963125,0.03495675649892228,0.019028159588902815,-0.24433550623816094,0.021713908969340452,0.11194289646653029,-0.25233297166691243
AMNH_11154,0.1172404691671892,3151.753428929108,0.047847129738687065,-0.07849474885091307,0.23667822860329055,0.0038866456506573828,-0.0599089972679726,0.21691367839800957,0.021442173293606984,-0.012969614461032546,0.2035249725634382,0.039552133548208745,-0.002097159184595518,0.19539092319859394,0.0273453254517174,0.012797714990714292,0.13605104923876174,0.042023459717512215,0.010987920981928563,0.13331845512135299,-0.0174873531582609,-0.027903143950563456,0.10624988565184912,0.028047135435715093,0.028588125401253033,0.11142127819253979,0.04109395241204579,0.0304938861628075,0.10368310781261333,-0.06402833802679399,-0.04572825837983981,0.028567688690625644,-0.03300433809767173,-0.00014050555036220684,0.08530461106231832,0.040126902322370026,0.05753711133621516,0.07890858030645163,0.0009927699996570283,0.06457143032009525,0.08395675870910033,-0.04856313792261593,0.0898941769999544,0.029608708380891646,0.036215833643388005,0.11981818344354961,0.04413598120269964,-0.10258934014203303,0.020042407648903894,-0.0057220146523481955,-0.11962092662562122,0.012658355437014164,-0.05715776731821904,-0.06328847841481841,0.057196063322137274,-0.09016679013939927,0.03539549972254765,0.1746135250561287,-0.14300107926322625,-0.057618329460660554,0.0007393504959742411,-0.1886764718847999,-0.016267688202601865,0.07507384160008355,-0.2250487579039505,-0.010527064014232115,-0.06735504477089617,0.18228806786568327,0.048174075328503124,-0.07401976722754212,0.1637203600827065,0.046993804086533364,-0.061680136506832524,0.07108545545822223,-0.04834924741342493,-0.08874517048878526,0.031114390269115645,0.007098905284122364,-0.05743024615705868,0.04553702103964002,0.004601927648191125,-0.05688942066851942,-0.011556495541777194,0.040645936773452074,-0.051112114825246906,-0.005313040069487714,0.04573178196576931,-0.03374982000193326,-0.007588592915983728,0.014754700169394267,-0.052052754126627486,-0.05649644106167872,-0.10516718205409999,-0.026173691539138896,-0.0988644091145613,-0.07843234377770213,-0.024550469887014436,-0.10614979707046322,0.01432631889304712,-0.026150495006097455,-0.1708387373455379,0.046747991984816155,-0.03432496361014512,-0.17444507630630027,0.0448060749577181,-0.034952798135594994,-0.218466147458639,0.009466994215240145,0.0016948299823517194,-0.23482274116096324,0.040928535316899765,0.05168300746613546,-0.2466357779925989,0.036697759750736345,0.10803938995146505,-0.2465090646479691
AMNH_16257,0.06798662656513399,3569.439874305426,0.05176698890176951,-0.0870019633437893,0.2546133635724822,0.0068121637752055165,-0.07873377061796617,0.21850684400891754,0.017573460093238128,-0.0325366668138561,0.22749131601934772,0.04383962243527564,-0.011380163360629584,0.19318868883897286,0.021985465228729042,0.016325850823500614,0.13736529277159892,0.03950059899501803,0.014494488002046618,0.13657890119824545,-0.01918870276282389,-0.03432892584979081,0.11455122940900675,0.021670685437623734,0.04377841118306486,0.09363157871244296,0.03659486001338608,0.03836044084628157,0.09196440782731143,-0.06550510921863618,-0.041162123092403385,0.03689419526012706,-0.036491340010325855,0.011533796030500407,0.06885863459552573,0.03308844885074805,0.07596783511417463,0.04218901675490304,-0.006562125397687784,0.07097817217436171,0.05930655784516625,-0.04447108854836059,0.08880868782260881,0.008200865999815857,0.028504382974737025,0.10936636906816483,0.010720501697638702,-0.08833908897466186,0.0315750085435184,-0.002255333675247887,-0.11606923581044218,0.03185763430466679,-0.0538600244853614,-0.03400042901932503,0.04510487806345967,-0.07370703362085879,0.024051495885996407,0.1383054346695579,-0.07074740482260235,-0.057085975142440994,0.005657761301379735,-0.19628404955867607,-0.014657837782917873,0.07346263637143549,-0.22863673583251184,-0.004758341823914374,-0.07719166490570266,0.18811357981469873,0.05058018666705022,-0.0687547960973928,0.1725014827040376,0.04871018123096066,-0.05817398853357466,0.08644634881835563,-0.045383418755922576,-0.09075003411338187,0.04590288532321708,0.008582135029652242,-0.06063865486592656,0.0625409760425081,-0.00013740610020265118,-0.05953325069396953,-0.0034171921789903667,0.04717270708740379,-0.04625443517126306,-0.007240293120982139,0.044955113196453234,-0.02446647546464731,-0.027871060287114616,0.02104939437652627,-0.05332637417622437,-0.05787940263801362,-0.11601154685312563,-0.018192072784492183,-0.10444970870123296,-0.08694683290845322,-0.021533952602890555,-0.1127936689309449,0.016672063596798622,-0.024458516315249448,-0.18456668122634837,0.04615726489076675,-0.02474939391996638,-0.1751887230411937,0.04723820340320095,-0.027946250839015044,-0.22219673183104102,0.01539598120674341,0.00850008798365084,-0.2410603766065172,0.0385442951042073,0.024774716205169463,-0.24323080658362511,0.025162780727749898,0.1122612650545893,-0.24418144007305687
AMNH_16258,0.06565625678677135,4488.950404742331,0.05054590925807897,-0.09194507632185216,0.26042645044870344,0.002127783569452261,-0.08691013399228056,0.22590889742427572,0.014455917691123088,-0.024884972841962893,0.2212486143460121,0.04125647255637593,-0.010048045304589831,0.19741618616252568,0.024023997692390348,0.013622993346756483,0.1407548345742336,0.038580307226444156,0.01324666488417221,0.1399616435618682,-0.017345161744406368,-0.03374841518585447,0.11477752526443831,0.02293944909990743,0.04702445582950798,0.08432885635104154,0.03600869393674735,0.04454899948193872,0.08293692438532678,-0.05996219194870764,-0.0392215033101636,0.03767643600874903,-0.03425195012089864,0.009598623728906602,0.06302404932066548,0.033350649203478404,0.08336709061481472,0.039539732184681334,-0.008672120004973667,0.07396023172623233,0.052826480709741316,-0.048794512139808406,0.07605757857080084,0.004034371925682289,0.028604583829020456,0.10423975115229296,0.013830149961073035,-0.07369790280642093,0.024795911697533358,-0.00820375122010873,-0.10016627688662605,0.02543090739095739,-0.05464564961043583,-0.030325882279732753,0.06853643674236913,-0.08738229852875616,0.02508688685332798,0.14138290936935552,-0.09180899062140548,-0.05763826978476602,0.01197974338124889,-0.1848225235710025,-0.02066453874511369,0.06314693679015582,-0.21539433176750103,-0.005881674949739167,-0.08614205744341877,0.1978834990284871,0.03892276044108069,-0.07184810614197784,0.1858304696027424,0.043918412701450756,-0.06468215306507516,0.1067094867329629,-0.03992079924943726,-0.09650780522899469,0.04695293827742695,0.011334071277616134,-0.05905037812624452,0.06360429029990414,0.0007313642918852459,-0.05615837480065065,0.0013423919328125282,0.040617888320776147,-0.051308026716967145,-0.010750621037875939,0.04056841337898529,-0.021993665304814957,-0.03920100416456995,0.018726368664517764,-0.0563220064054522,-0.061846878281800376,-0.09367952090183145,-0.019312973403578345,-0.0992215394041183,-0.07704063332054951,-0.02062024202711922,-0.10829506315207003,0.014595669786323404,-0.024539198601080822,-0.18604691765318837,0.038542798453923666,-0.02154528906910605,-0.18566815532874692,0.038717157595135304,-0.015250822037794494,-0.22408923878251555,0.007563729429387098,0.009808992065001602,-0.2385262257437838,0.03246353834641518,0.030294549015153258,-0.23536879080036877,0.02435861127916828,0.11099646954178029,-0.2497422488351068
AMNH_16259,0.06530036807699909,3259.381051658441,0.05135061127896416,-0.08657697806020319,0.2685893417554945,0.006733555131646782,-0.07084818229049382,0.22774212806442495,0.015451148859501504,-0.026266295381747094,0.2235049538413949,0.03919848189833128,-0.012479820059307747,0.2028494939496952,0.020081997656018917,0.008759884088509808,0.13707837964046127,0.03439630548932233,0.011866245603401987,0.13660297586940254,-0.013910774466643948,-0.0388786679336905,0.11059040064693908,0.02032714776588009,0.034041906342856906,0.09672769320261491,0.03222321092868943,0.03187422702472128,0.09492277710485911,-0.05839807129542216,-0.03888027223969383,0.02846038174827652,-0.02967769610011607,0.006658798467356662,0.061769730782138314,0.028142487326785714,0.07094374471545188,0.05081005915088094,-0.008853118813588596,0.07330362016311394,0.0499174587178987,-0.0392430969529072,0.07548200368784166,0.010014819876019687,0.023838929927896102,0.10562301476001018,0.018780736481662084,-0.076393063733074,0.024069492428925438,-0.009138609286032056,-0.09727628697748734,0.029815295287827313,-0.06304424246021303,-0.033915248266598454,0.04808002475697459,-0.08283947689314956,0.021280648367561886,0.13656616208979036,-0.0838313607075651,-0.05941629877733913,0.0176482456638437,-0.18892856341047679,-0.017978242247900657,0.07573753883903397,-0.22287800554798165,0.004071226317659449,-0.07794339861981285,0.19956596344488906,0.03980508532552944,-0.06984723642249895,0.1939281352818083,0.045653325577647924,-0.05852630940840843,0.08876792754672896,-0.03571978052591456,-0.09256689242198998,0.035607138315199634,0.01009063417337002,-0.0526089253295791,0.0419592971382622,-0.0003337835458277546,-0.05360481686389005,-0.006786462324368447,0.04248454642204619,-0.04504637029928625,0.003600073054264865,0.03921837967600185,-0.02028125709259232,-0.03248815124387663,0.016130894005168445,-0.046522144476130074,-0.05075435956393394,-0.098821324396152,-0.004287787487436691,-0.08977277713987568,-0.07700484881118878,-0.017305510609105738,-0.11166787900470591,0.012642006759774227,-0.027499702650535588,-0.1866715725163718,0.0391677595631675,-0.024399514271472647,-0.1863304644776304,0.039838170445858835,-0.020308231071807195,-0.22764655142889226,0.008119334752103366,0.0008573264701997709,-0.24179057521639516,0.03340705369072819,0.024695812539850866,-0.2458515864234846,0.023288693570506912,0.10865497005997167,-0.25136922796836264
AMNH_16260,0.050516436317566055,3480.2671368618007,0.05387871204966651,-0.09871202269332142,0.2640238768409872,0.0069970424933064,-0.0828446736306753,0.22576103339887663,0.015431143237614325,-0.02754786592499247,0.22550448864040712,0.04184185032859662,-0.011781878426813957,0.19846752399446144,0.019722770492228932,0.011419475639485678,0.14525003323429955,0.03842309947061857,0.012338429276692282,0.14333181741296752,-0.017355502986030606,-0.03151149076474496,0.11232935089708287,0.02004619922409313,0.03917093099964071,0.09532212740116612,0.0333284298617595,0.03524145834291826,0.09171606998573237,-0.06733407588122661,-0.03760751915405776,0.027762926736570007,-0.03361665452828452,0.014262885624013679,0.06647989053878257,0.026471142766645243,0.07227607670680605,0.05328318119663387,-0.01341488163541215,0.07056495914703775,0.05045098987223954,-0.04755417364090332,0.08467716405686566,0.0031583158657819957,0.024003958023430198,0.10072213679417845,0.016554911726377953,-0.08641993722438142,0.026263661017895193,-0.0012394967059622475,-0.10824090046687312,0.028872653499863447,-0.05169979740855829,-0.030629761243910796,0.058515543051015716,-0.0764552934394811,0.024542042403107044,0.13442096173531146,-0.12647193102196105,-0.055483384383197526,0.012396112886044721,-0.19294148397279906,-0.015589335104337118,0.057991572638019,-0.22382483123909794,0.0016679444603215116,-0.08533998812387371,0.181951756736194,0.052799547453048185,-0.07500301700795134,0.18413613250331692,0.049720456731336966,-0.05899083027595644,0.08490470924007275,-0.04090737410042097,-0.09208810569075988,0.04121956288371296,0.013933709399171598,-0.05100640393215113,0.039853719730556715,0.002607426438115219,-0.04821637400629133,-0.002257885742243183,0.04448119241549265,-0.041333749191628785,-0.0038656733243286334,0.04164097452438726,-0.022573967068113935,-0.006639431098282312,0.018836045996134577,-0.043641774699081745,-0.05495744626661344,-0.10634960905465056,-0.01313354622032467,-0.09658495853512947,-0.08200255306421472,-0.009216719202618684,-0.10709702363360196,0.013231051647199989,-0.02147112487216036,-0.1830814394058063,0.041346120985324676,-0.02383118493324604,-0.17374804746021993,0.04255386065944318,-0.02570583433425366,-0.22252744677965644,0.012027440267642985,0.006294516851493766,-0.24022057460710602,0.03552049408654553,0.025493881542547437,-0.24259789432091458,0.029845487898612355,0.1106356503431883,-0.24525176387445774
AMNH_16261,0.08872807941662361,3856.123314978766,0.052486586318063244,-0.08932337066801031,0.2606887831320322,0.0010790512183290807,-0.09318848685526965,0.2223562101754729,0.009831645527812927,-0.024896281450153712,0.21602450416841604,0.03571522484759745,-0.0050777418558414925,0.19838283511689472,0.019994408076588276,0.014907823755944046,0.13645480409679686,0.036710965279129405,0.017129425069362245,0.1437567754946338,-0.02053872800313149,-0.036356509797440296,0.11970630000829952,0.021410829434615943,0.06059189018723101,0.07323990469560936,0.03587836737121083,0.05916492845495585,0.07035718601684797,-0.06321262944880825,-0.03725147990134413,0.04287231614688445,-0.03285275136272469,0.012958959981656524,0.07301749702260027,0.03328620851231773,0.08648013589617029,0.04388259329605283,0.012344582681248044,0.07183663044355748,0.05660717210243091,-0.056904294985007146,0.08501017540095604,0.012686715124139639,0.028117908606861468,0.1042038905922418,0.024266239778100357,-0.07611883380993277,0.03611524776192875,0.0015110518093964943,-0.11214093870186281,0.036052900483525614,-0.06482515355775924,-0.025079661996047064,0.05837097793483367,-0.09328850095109824,0.021946675615605378,0.15198850900804822,-0.07920183220234811,-0.05526849748674554,-0.0018314916206396221,-0.19243186906423107,-0.020690287111938984,0.062006851408654626,-0.20976729034683061,-0.005835564452192619,-0.09555485141481809,0.17969817639469043,0.053313320248640494,-0.07011578942289327,0.18203678542281163,0.050077041119977385,-0.06658185771139039,0.08310190154002162,-0.043145571389891245,-0.10728062756493865,0.04668227971540066,0.008739849572894996,-0.06717973976686002,0.05381939659768179,0.0005860087000363768,-0.06317318045508197,-0.005808685600013678,0.04477551791872464,-0.05764591509764786,-0.011575279147344308,0.04610266992896785,-0.019456827376904157,-0.027696796109932097,0.021544232115504172,-0.06031718162378876,-0.06092387526388651,-0.1146382831104952,-0.018868337124661395,-0.09923595270704308,-0.07289127928217826,-0.015726037412659134,-0.11215857311867072,0.013111829719096475,-0.026152196761104595,-0.17775248489352147,0.039843319695384814,-0.025854159556935857,-0.16206979116916345,0.04087883281271427,-0.026980950302850623,-0.2151013161872568,0.013290752242311464,0.007434908815291474,-0.23635685505269038,0.036816117268982165,0.019516897995949505,-0.2397050042279012,0.021435376308341594,0.12504286055092712,-0.2532501682555232
